Pair ID,FRUS_ID,Cables_ID,FRUS Link,Cables Link,SUBJECT,OTHER,COSINE,VERIFIED MATCH,TF_IDF_SCORE,PAIR_IN_OLD_MATCHES,Notes,Initial
2225,frus1969-76ve11p2d305,1975LIMA01172,history-lab.org/documents/frus1969-76ve11p2d305,history-lab.org/documents/1975LIMA01172,,,Yes,,0.981594,No,,
2226,frus1977-80v16d31,1978STATE319766,history-lab.org/documents/frus1977-80v16d31,history-lab.org/documents/1978STATE319766,,,Yes,,0.98165,No,,
2227,frus1977-80v16d288,1977STATE189626,history-lab.org/documents/frus1977-80v16d288,history-lab.org/documents/1977STATE189626,Yes,,Yes,,0.981837,No,,
2228,frus1977-80v13d261,1979STATE212548,history-lab.org/documents/frus1977-80v13d261,history-lab.org/documents/1979STATE212548,,,Yes,,0.981888,No,,
2229,frus1969-76v10d105,1973SAIGON15960,history-lab.org/documents/frus1969-76v10d105,history-lab.org/documents/1973SAIGON15960,Yes,,Yes,Match,0.98189,Yes,,
2230,frus1977-80v08d171,1977SECTO12092,history-lab.org/documents/frus1977-80v08d171,history-lab.org/documents/1977SECTO12092,,,Yes,,0.981909,No,,
2231,frus1977-80v16d31,1978STATE298068,history-lab.org/documents/frus1977-80v16d31,history-lab.org/documents/1978STATE298068,,,Yes,,0.981964,No,,
2232,frus1969-76v28d209,1976PRETOR04367,history-lab.org/documents/frus1969-76v28d209,history-lab.org/documents/1976PRETOR04367,Yes,,Yes,Match,0.982007,Yes,,
2233,frus1969-76v27d284,1975STATE082876,history-lab.org/documents/frus1969-76v27d284,history-lab.org/documents/1975STATE082876,,,Yes,Match,0.982042,Yes,,
2234,frus1969-76ve11p1d235,1976GUATEM08298,history-lab.org/documents/frus1969-76ve11p1d235,history-lab.org/documents/1976GUATEM08298,,,Yes,,0.982077,No,,
2235,frus1969-76v30d238,1975ANKARA08214,history-lab.org/documents/frus1969-76v30d238,history-lab.org/documents/1975ANKARA08214,Yes,,Yes,Match,0.98217,Yes,,
2236,frus1969-76ve11p2d21,1974BUENOS06737,history-lab.org/documents/frus1969-76ve11p2d21,history-lab.org/documents/1974BUENOS06737,,,Yes,,0.982178,No,,
2237,frus1969-76ve11p1d66,1974STATE161834,history-lab.org/documents/frus1969-76ve11p1d66,history-lab.org/documents/1974STATE161834,Yes,,Yes,,0.982283,No,,
2238,frus1977-80v21d184,1978STATE269519,history-lab.org/documents/frus1977-80v21d184,history-lab.org/documents/1978STATE269519,,,Yes,,0.982314,No,,
2239,frus1969-76ve11p2d130,1976BRASIL01718,history-lab.org/documents/frus1969-76ve11p2d130,history-lab.org/documents/1976BRASIL01718,Yes,,Yes,,0.982461,No,,
2240,frus1977-80v16d31,1978STATE320586,history-lab.org/documents/frus1977-80v16d31,history-lab.org/documents/1978STATE320586,,,Yes,,0.982482,No,,
2241,frus1977-80v21d184,1978STATE275422,history-lab.org/documents/frus1977-80v21d184,history-lab.org/documents/1978STATE275422,,,Yes,,0.982628,No,,
2242,frus1977-80v08d171,1977SECTO12073,history-lab.org/documents/frus1977-80v08d171,history-lab.org/documents/1977SECTO12073,Yes,,Yes,Match,0.982664,Yes,,
2243,frus1977-80v08d286,1978STATE198413,history-lab.org/documents/frus1977-80v08d286,history-lab.org/documents/1978STATE198413,Yes,,Yes,Match,0.982997,Yes,,
2244,frus1977-80v16d31,1978STATE298080,history-lab.org/documents/frus1977-80v16d31,history-lab.org/documents/1978STATE298080,,,Yes,,0.98307,No,,
2245,frus1969-76v27d279,1975TEHRAN02351,history-lab.org/documents/frus1969-76v27d279,history-lab.org/documents/1975TEHRAN02351,Yes,,Yes,Match,0.983101,Yes,,
2246,frus1977-80v08d173,1977BEIRUT06237,history-lab.org/documents/frus1977-80v08d173,history-lab.org/documents/1977BEIRUT06237,,,Yes,,0.983101,No,,
2247,frus1969-76ve08d3,1973STATE137350,history-lab.org/documents/frus1969-76ve08d3,history-lab.org/documents/1973STATE137350,,,Yes,Match,0.983114,Yes,,
2248,frus1969-76ve08d261,1975NEWDE06554,history-lab.org/documents/frus1969-76ve08d261,history-lab.org/documents/1975NEWDE06554,,,Yes,Match,0.983169,Yes,,
2249,frus1969-76ve08d234,1976NEWDE13056,history-lab.org/documents/frus1969-76ve08d234,history-lab.org/documents/1976NEWDE13056,Yes,,Yes,Match,0.983264,Yes,,
2250,frus1969-76ve14p2d66,1974STATE161363,history-lab.org/documents/frus1969-76ve14p2d66,history-lab.org/documents/1974STATE161363,,,Yes,,0.983276,No,,
2251,frus1969-76ve09p1d123,1976TUNIS00747,history-lab.org/documents/frus1969-76ve09p1d123,history-lab.org/documents/1976TUNIS00747,Yes,,Yes,,0.983334,No,,
2252,frus1969-76v27d279,1975STATE058014,history-lab.org/documents/frus1969-76v27d279,history-lab.org/documents/1975STATE058014,,,Yes,Match,0.983358,Yes,,
2253,frus1977-80v18d253,1978JIDDA06140,history-lab.org/documents/frus1977-80v18d253,history-lab.org/documents/1978JIDDA06140,Yes,,Yes,Match,0.983563,Yes,,
2254,frus1977-80v16d95,1978SECTO12036,history-lab.org/documents/frus1977-80v16d95,history-lab.org/documents/1978SECTO12036,Yes,,Yes,,0.983572,No,,
2255,frus1969-76v38p1d68,1976STATE024976,history-lab.org/documents/frus1969-76v38p1d68,history-lab.org/documents/1976STATE024976,Yes,,Yes,Match,0.9836,Yes,,
2256,frus1969-76ve15p2d74,1975ECBRU08010,history-lab.org/documents/frus1969-76ve15p2d74,history-lab.org/documents/1975ECBRU08010,Yes,,Yes,,0.983676,No,,
2257,frus1969-76v28d209,1976STATE238158,history-lab.org/documents/frus1969-76v28d209,history-lab.org/documents/1976STATE238158,,,Yes,Match,0.983732,Yes,,
2258,frus1977-80v13d281,1979HONGK20984,history-lab.org/documents/frus1977-80v13d281,history-lab.org/documents/1979HONGK20984,,,Yes,,0.983769,No,,
2259,frus1977-80v26d99,1979GENEVA06663,history-lab.org/documents/frus1977-80v26d99,history-lab.org/documents/1979GENEVA06663,,,Yes,,0.983812,No,,
2260,frus1969-76ve11p2d261,1974BOGOTA00001,history-lab.org/documents/frus1969-76ve11p2d261,history-lab.org/documents/1974BOGOTA00001,Yes,,Yes,Match,0.983985,Yes,,
2261,frus1977-80v26d285,1977STATE310500,history-lab.org/documents/frus1977-80v26d285,history-lab.org/documents/1977STATE310500,,,Yes,,0.984211,No,,
2262,frus1969-76v27d279,1975STATE056208,history-lab.org/documents/frus1969-76v27d279,history-lab.org/documents/1975STATE056208,Yes,,Yes,Match,0.984219,Yes,,
2263,frus1969-76ve09p1d114,1976MADRID06832,history-lab.org/documents/frus1969-76ve09p1d114,history-lab.org/documents/1976MADRID06832,Yes,,Yes,Match,0.98438,Yes,,
2264,frus1969-76v28d221,1976GENEVA09051,history-lab.org/documents/frus1969-76v28d221,history-lab.org/documents/1976GENEVA09051,,,Yes,Match,0.984468,Yes,,
2265,frus1977-80v26d54,1979VIENNA05963,history-lab.org/documents/frus1977-80v26d54,history-lab.org/documents/1979VIENNA05963,Yes,,Yes,,0.984504,No,,
2266,frus1977-80v08d222,1978AMMAN02115,history-lab.org/documents/frus1977-80v08d222,history-lab.org/documents/1978AMMAN02115,Yes,,Yes,Match,0.984784,Yes,,
2267,frus1977-80v21d185,1978STATE272529,history-lab.org/documents/frus1977-80v21d185,history-lab.org/documents/1978STATE272529,,,Yes,,0.984872,No,,
2268,frus1969-76ve08d145,1973STATE171424,history-lab.org/documents/frus1969-76ve08d145,history-lab.org/documents/1973STATE171424,,,Yes,Match,0.984945,Yes,,
2269,frus1969-76ve08d155,1974ISLAMA00082,history-lab.org/documents/frus1969-76ve08d155,history-lab.org/documents/1974ISLAMA00082,,,Yes,Match,0.984977,Yes,,
2270,frus1977-80v18d253,1978STATE224133,history-lab.org/documents/frus1977-80v18d253,history-lab.org/documents/1978STATE224133,,,Yes,,0.985119,No,,
2271,frus1977-80v16d159,1977LONDON08531,history-lab.org/documents/frus1977-80v16d159,history-lab.org/documents/1977LONDON08531,,,Yes,,0.985331,No,,
2272,frus1969-76ve09p1d123,1976STATE026325,history-lab.org/documents/frus1969-76ve09p1d123,history-lab.org/documents/1976STATE026325,Yes,,Yes,,0.985369,No,,
2273,frus1977-80v16d79,1978USUNN00499,history-lab.org/documents/frus1977-80v16d79,history-lab.org/documents/1978USUNN00499,,,Yes,,0.985503,No,,
2274,frus1977-80v08d207,1978TELAV00953,history-lab.org/documents/frus1977-80v08d207,history-lab.org/documents/1978TELAV00953,,,Yes,,0.985522,No,,
2275,frus1977-80v08d249,1978TELAV06541,history-lab.org/documents/frus1977-80v08d249,history-lab.org/documents/1978TELAV06541,,,Yes,,0.985526,No,,
2276,frus1977-80v20d190,1978STATE025196,history-lab.org/documents/frus1977-80v20d190,history-lab.org/documents/1978STATE025196,,,Yes,,0.985675,No,,
2277,frus1969-76ve11p2d361,1976MONTEV03451,history-lab.org/documents/frus1969-76ve11p2d361,history-lab.org/documents/1976MONTEV03451,,,Yes,,0.985682,No,,
2278,frus1977-80v20d250,1978BELGRA01584,history-lab.org/documents/frus1977-80v20d250,history-lab.org/documents/1978BELGRA01584,Yes,,Yes,,0.985833,No,,
2279,frus1969-76ve11p2d389,1975CARACA02668,history-lab.org/documents/frus1969-76ve11p2d389,history-lab.org/documents/1975CARACA02668,,,Yes,,0.985959,No,,
2280,frus1977-80v16d95,1978STATE262802,history-lab.org/documents/frus1977-80v16d95,history-lab.org/documents/1978STATE262802,Yes,,Yes,,0.986067,No,,
2281,frus1977-80v16d194,1978STATE060166,history-lab.org/documents/frus1977-80v16d194,history-lab.org/documents/1978STATE060166,,,Yes,,0.986076,No,,
2282,frus1977-80v02d162,1978STATE226448_2,history-lab.org/documents/frus1977-80v02d162,history-lab.org/documents/1978STATE226448_2,Yes,,Yes,Match,0.986183,Yes,,
2283,frus1977-80v16d30,1978STATE298069,history-lab.org/documents/frus1977-80v16d30,history-lab.org/documents/1978STATE298069,,,Yes,,0.986261,No,,
2284,frus1977-80v16d30,1978STATE298081,history-lab.org/documents/frus1977-80v16d30,history-lab.org/documents/1978STATE298081,,,Yes,,0.986261,No,,
2285,frus1977-80v16d30,1978STATE320585,history-lab.org/documents/frus1977-80v16d30,history-lab.org/documents/1978STATE320585,,,Yes,,0.986261,No,,
2286,frus1977-80v16d30,1978KINSHA12233,history-lab.org/documents/frus1977-80v16d30,history-lab.org/documents/1978KINSHA12233,,,Yes,,0.98642,No,,
2287,frus1977-80v16d30,1978STATE319767,history-lab.org/documents/frus1977-80v16d30,history-lab.org/documents/1978STATE319767,,,Yes,,0.98642,No,,
2288,frus1969-76ve11p2d360,1976MONTEV03388,history-lab.org/documents/frus1969-76ve11p2d360,history-lab.org/documents/1976MONTEV03388,Yes,,Yes,Match,0.986457,Yes,,
2289,frus1969-76ve08d62,1973COLOMB02330,history-lab.org/documents/frus1969-76ve08d62,history-lab.org/documents/1973COLOMB02330,Yes,,Yes,Match,0.986734,Yes,,
2290,frus1977-80v08d181,1977CAIRO23005,history-lab.org/documents/frus1977-80v08d181,history-lab.org/documents/1977CAIRO23005,Yes,,Yes,Match,0.986851,Yes,,
2291,frus1969-76ve09p1d112,1976RABAT01227,history-lab.org/documents/frus1969-76ve09p1d112,history-lab.org/documents/1976RABAT01227,Yes,,Yes,Match,0.987191,Yes,,
2292,frus1969-76ve11p2d326,1976LIMA10217,history-lab.org/documents/frus1969-76ve11p2d326,history-lab.org/documents/1976LIMA10217,,,Yes,,0.987214,No,,
2293,frus1977-80v08d207,1978STATE017505,history-lab.org/documents/frus1977-80v08d207,history-lab.org/documents/1978STATE017505,,,Yes,,0.987263,No,,
2294,frus1977-80v02d155,1978STATE188597,history-lab.org/documents/frus1977-80v02d155,history-lab.org/documents/1978STATE188597,Yes,,Yes,,0.987381,No,,
2295,frus1977-80v21d55,1978STATE144337,history-lab.org/documents/frus1977-80v21d55,history-lab.org/documents/1978STATE144337,,,Yes,,0.987452,No,,
2296,frus1969-76ve11p2d303,1974LIMA10425,history-lab.org/documents/frus1969-76ve11p2d303,history-lab.org/documents/1974LIMA10425,,,Yes,,0.987499,No,,
2297,frus1977-80v08d265,1978CAIRO17127,history-lab.org/documents/frus1977-80v08d265,history-lab.org/documents/1978CAIRO17127,Yes,,Yes,Match,0.987503,Yes,,
2298,frus1977-80v20d50,1977BONN05571,history-lab.org/documents/frus1977-80v20d50,history-lab.org/documents/1977BONN05571,Yes,,Yes,Match,0.987557,Yes,,
2299,frus1977-80v08d157,1977TELAV09710,history-lab.org/documents/frus1977-80v08d157,history-lab.org/documents/1977TELAV09710,Yes,,Yes,Match,0.987699,Yes,,
2300,frus1977-80v08d249,1978STATE127775,history-lab.org/documents/frus1977-80v08d249,history-lab.org/documents/1978STATE127775,,,Yes,,0.987809,No,,
2301,frus1977-80v20d250,1978STATE066200,history-lab.org/documents/frus1977-80v20d250,history-lab.org/documents/1978STATE066200,,,Yes,,0.987852,No,,
2302,frus1977-80v08d157,1977STATE281263,history-lab.org/documents/frus1977-80v08d157,history-lab.org/documents/1977STATE281263,,,Yes,,0.987965,No,,
2303,frus1969-76v27d288,1975STATE110858,history-lab.org/documents/frus1969-76v27d288,history-lab.org/documents/1975STATE110858,,,Yes,Match,0.988216,Yes,,
2304,frus1977-80v20d150,1977STATE255571,history-lab.org/documents/frus1977-80v20d150,history-lab.org/documents/1977STATE255571,,,Yes,,0.98846,No,,
2305,frus1969-76ve09p1d24,1973TRIPOL01117,history-lab.org/documents/frus1969-76ve09p1d24,history-lab.org/documents/1973TRIPOL01117,Yes,,Yes,Match,0.988599,Yes,,
2306,frus1969-76ve11p2d357,1976MONTEV02941,history-lab.org/documents/frus1969-76ve11p2d357,history-lab.org/documents/1976MONTEV02941,,,Yes,,0.98862,No,,
2307,frus1977-80v26d187,1978GENEVA01993,history-lab.org/documents/frus1977-80v26d187,history-lab.org/documents/1978GENEVA01993,,,Yes,,0.988706,No,,
2308,frus1977-80v08d201,1978SECTO01048,history-lab.org/documents/frus1977-80v08d201,history-lab.org/documents/1978SECTO01048,,,Yes,,0.988759,No,,
2309,frus1969-76v37d234,1979STATE243027,history-lab.org/documents/frus1969-76v37d234,history-lab.org/documents/1979STATE243027,Yes,,Yes,,0.989281,No,,
2310,frus1969-76ve11p1d374,1975GEORGE00806,history-lab.org/documents/frus1969-76ve11p1d374,history-lab.org/documents/1975GEORGE00806,Yes,,Yes,,0.989357,No,,
2311,frus1977-80v08d201,1978STATE015831,history-lab.org/documents/frus1977-80v08d201,history-lab.org/documents/1978STATE015831,,,Yes,,0.989499,No,,
2312,frus1977-80v06d132,1978SECTO08019,history-lab.org/documents/frus1977-80v06d132,history-lab.org/documents/1978SECTO08019,Yes,,Yes,Match,0.98955,Yes,,
2313,frus1977-80v02d159,1978STATE204786,history-lab.org/documents/frus1977-80v02d159,history-lab.org/documents/1978STATE204786,,,Yes,,0.989605,No,,
2314,frus1977-80v16d159,1977STATE118633,history-lab.org/documents/frus1977-80v16d159,history-lab.org/documents/1977STATE118633,,,Yes,Match,0.989726,No,,
2315,frus1969-76v27d261,1974TABRIZ00020,history-lab.org/documents/frus1969-76v27d261,history-lab.org/documents/1974TABRIZ00020,,,Yes,Match,0.990244,Yes,,
2316,frus1977-80v21d187,1979ATHENS01707,history-lab.org/documents/frus1977-80v21d187,history-lab.org/documents/1979ATHENS01707,,,Yes,Match,0.990434,No,,
2317,frus1969-76ve06d145,1975MOGADI01287,history-lab.org/documents/frus1969-76ve06d145,history-lab.org/documents/1975MOGADI01287,Yes,,Yes,Match,0.990461,Yes,,
2318,frus1969-76v37d116,1977KUWAIT00210,history-lab.org/documents/frus1969-76v37d116,history-lab.org/documents/1977KUWAIT00210,,,Yes,Match,0.990465,No,,
2319,frus1977-80v06d59,1977MOSCOW16276,history-lab.org/documents/frus1977-80v06d59,history-lab.org/documents/1977MOSCOW16276,Yes,,Yes,Match,0.990798,Yes,,
2320,frus1969-76ve11p2d357,1976STATE198387,history-lab.org/documents/frus1969-76ve11p2d357,history-lab.org/documents/1976STATE198387,,,Yes,Match,0.991266,No,,
2321,frus1969-76v27d314,1976TEHRAN07872,history-lab.org/documents/frus1969-76v27d314,history-lab.org/documents/1976TEHRAN07872,Yes,,Yes,Match,0.991333,Yes,,
2322,frus1977-80v08d215,1978STATE042823,history-lab.org/documents/frus1977-80v08d215,history-lab.org/documents/1978STATE042823,,,Yes,Match,0.99135,No,,
2323,frus1977-80v08d265,1978STATE179693,history-lab.org/documents/frus1977-80v08d265,history-lab.org/documents/1978STATE179693,,,Yes,Match,0.991392,No,,
2324,frus1977-80v20d249,1978STATE067646,history-lab.org/documents/frus1977-80v20d249,history-lab.org/documents/1978STATE067646,,,Yes,Match,0.991648,No,,
2325,frus1977-80v08d181,1977STATE308053,history-lab.org/documents/frus1977-80v08d181,history-lab.org/documents/1977STATE308053,Yes,,Yes,Match,0.992046,Yes,,
2326,frus1977-80v16d184,1978STATE025973,history-lab.org/documents/frus1977-80v16d184,history-lab.org/documents/1978STATE025973,,,Yes,Match,0.992106,No,,
2327,frus1977-80v06d59,1977STATE268730,history-lab.org/documents/frus1977-80v06d59,history-lab.org/documents/1977STATE268730,,,Yes,Match,0.992442,No,,
2328,frus1969-76ve11p1d14,1974STATE047899,history-lab.org/documents/frus1969-76ve11p1d14,history-lab.org/documents/1974STATE047899,,,Yes,Match,0.99256,No,,
2329,frus1977-80v08d265,1978STATE179596,history-lab.org/documents/frus1977-80v08d265,history-lab.org/documents/1978STATE179596,,,Yes,Match,0.992859,No,,
2330,frus1977-80v08d265,1978STATE180824,history-lab.org/documents/frus1977-80v08d265,history-lab.org/documents/1978STATE180824,,,Yes,Match,0.992859,No,,
2331,frus1977-80v16d196,1978STATE067790,history-lab.org/documents/frus1977-80v16d196,history-lab.org/documents/1978STATE067790,Yes,,Yes,Match,0.994445,No,,
2332,frus1969-76v25d94,1973TELAV07570,history-lab.org/documents/frus1969-76v25d94,history-lab.org/documents/1973TELAV07570,Yes,,,Match,,Yes,,
2333,frus1969-76v27d156,1976TEHRAN00322,history-lab.org/documents/frus1969-76v27d156,history-lab.org/documents/1976TEHRAN00322,Yes,,,Partial Match,,Yes,,
2334,frus1969-76v27d35,1973TEHRAN06506,history-lab.org/documents/frus1969-76v27d35,history-lab.org/documents/1973TEHRAN06506,Yes,,,Match,,Yes,,
2335,frus1969-76v27d52,1974STATE016493,history-lab.org/documents/frus1969-76v27d52,history-lab.org/documents/1974STATE016493,Yes,,,Match,,Yes,,
2336,frus1969-76v30d116,1974ANKARA05815,history-lab.org/documents/frus1969-76v30d116,history-lab.org/documents/1974ANKARA05815,Yes,,,Match,,Yes,One redacted/one unredacted,
2337,frus1969-76v37d126,1977STATE142372,history-lab.org/documents/frus1969-76v37d126,history-lab.org/documents/1977STATE142372,Yes,,,Partial Match,,Yes,,
2338,frus1969-76v37d142,1977STATE306595,history-lab.org/documents/frus1969-76v37d142,history-lab.org/documents/1977STATE306595,Yes,,,Match,,Yes,,
2339,frus1969-76v37d5,1974STATE203063,history-lab.org/documents/frus1969-76v37d5,history-lab.org/documents/1974STATE203063,Yes,,,Match,,Yes,,
2340,frus1969-76v37d80,1975STATE214126,history-lab.org/documents/frus1969-76v37d80,history-lab.org/documents/1975STATE214126,Yes,,,Partial Match,,Yes,"This is a stock letter which was sent to various OPEC countries, we have one to the shah and one to perez matched here",
2341,frus1969-76v37d87,1975STATE251836,history-lab.org/documents/frus1969-76v37d87,history-lab.org/documents/1975STATE251836,Yes,,,Partial Match,,Yes,,
2342,frus1969-76ve06d180,1976NAIROB02171,history-lab.org/documents/frus1969-76ve06d180,history-lab.org/documents/1976NAIROB02171,Yes,,,Match,,Yes,,
2343,frus1969-76ve06d189,1976STATE168649,history-lab.org/documents/frus1969-76ve06d189,history-lab.org/documents/1976STATE168649,Yes,,,Match,,Yes,,
2344,frus1969-76ve06d190,1976NAIROB07042,history-lab.org/documents/frus1969-76ve06d190,history-lab.org/documents/1976NAIROB07042,Yes,,,Partial Match,,Yes,,
2345,frus1969-76ve06d193,1976STATE173878,history-lab.org/documents/frus1969-76ve06d193,history-lab.org/documents/1976STATE173878,Yes,,,Match,,Yes,,
2346,frus1969-76ve06d216,1976SECTO27073,history-lab.org/documents/frus1969-76ve06d216,history-lab.org/documents/1976SECTO27073,Yes,,,Match,,Yes,,
2347,frus1969-76ve06d231,1975STATE123634,history-lab.org/documents/frus1969-76ve06d231,history-lab.org/documents/1975STATE123634,Yes,,,Match,,Yes,,
2348,frus1969-76ve06d53,1976STATE190919,history-lab.org/documents/frus1969-76ve06d53,history-lab.org/documents/1976STATE190919,Yes,,,Match,,Yes,,
2349,frus1969-76ve06d75,1974STATE175783,history-lab.org/documents/frus1969-76ve06d75,history-lab.org/documents/1974STATE175783,Yes,,,Match,,Yes,,
2350,frus1969-76ve06d82,1973STATE043589,history-lab.org/documents/frus1969-76ve06d82,history-lab.org/documents/1973STATE043589,Yes,,,Match,,Yes,,
2351,frus1969-76ve08d252,1974STATE153341,history-lab.org/documents/frus1969-76ve08d252,history-lab.org/documents/1974STATE153341,Yes,,,Match,,Yes,,
2352,frus1969-76ve09p1d113,1976STATE084513,history-lab.org/documents/frus1969-76ve09p1d113,history-lab.org/documents/1976STATE084513,Yes,,,Match,,Yes,,
2353,frus1969-76ve09p1d55,1976STATE219041,history-lab.org/documents/frus1969-76ve09p1d55,history-lab.org/documents/1976STATE219041,Yes,,,Match,,Yes,,
2354,frus1969-76ve11p2d245,1976SANJO04526,history-lab.org/documents/frus1969-76ve11p2d245,history-lab.org/documents/1976SANJO04526,Yes,,,Match,,Yes,,
2355,frus1969-76ve15p1d68,1974STATE077815,history-lab.org/documents/frus1969-76ve15p1d68,history-lab.org/documents/1974STATE077815,Yes,,,Partial Match,,Yes,,
2356,frus1977-80v02d103,1978STATE003036,history-lab.org/documents/frus1977-80v02d103,history-lab.org/documents/1978STATE003036,Yes,,,Partial Match,,Yes,,
2357,frus1977-80v03d92,1977STATE309428,history-lab.org/documents/frus1977-80v03d92,history-lab.org/documents/1977STATE309428,Yes,,,Match,,Yes,DUPLICATE OF BELOW (unquote again),
2358,frus1977-80v03d92,1977TOKYO19974,history-lab.org/documents/frus1977-80v03d92,history-lab.org/documents/1977TOKYO19974,Yes,,,Match,,Yes,,
2359,frus1977-80v06d117,1978STATE135977,history-lab.org/documents/frus1977-80v06d117,history-lab.org/documents/1978STATE135977,Yes,,,Match,,Yes,,
2360,frus1977-80v06d133,1978SECTO08021,history-lab.org/documents/frus1977-80v06d133,history-lab.org/documents/1978SECTO08021,Yes,,,Match,,Yes,,
2361,frus1977-80v06d16,1977SECTO03009,history-lab.org/documents/frus1977-80v06d16,history-lab.org/documents/1977SECTO03009,Yes,,,Match,,Yes,,
2362,frus1977-80v08d161,1977STATE283132_2,history-lab.org/documents/frus1977-80v08d161,history-lab.org/documents/1977STATE283132_2,Yes,,,Match,,Yes,,
2363,frus1977-80v08d251,1978STATE138438,history-lab.org/documents/frus1977-80v08d251,history-lab.org/documents/1978STATE138438,Yes,,,Match,,Yes,,
2364,frus1977-80v08d70,1977SECTO08060,history-lab.org/documents/frus1977-80v08d70,history-lab.org/documents/1977SECTO08060,Yes,,,Match,,Yes,,
2365,frus1977-80v08d70,1977STATE184480,history-lab.org/documents/frus1977-80v08d70,history-lab.org/documents/1977STATE184480,Yes,,,Match,,Yes,DUPLICATE OF ABOVE,
2366,frus1977-80v08d85,1977SECTO08138,history-lab.org/documents/frus1977-80v08d85,history-lab.org/documents/1977SECTO08138,Yes,,,Match,,Yes,,
2367,frus1977-80v08d90,1977STATE192564,history-lab.org/documents/frus1977-80v08d90,history-lab.org/documents/1977STATE192564,Yes,,,Match,,Yes,,
2368,frus1977-80v08d95,1977STATE195927,history-lab.org/documents/frus1977-80v08d95,history-lab.org/documents/1977STATE195927,Yes,,,Match,,Yes,,
2369,frus1977-80v20d117,1977BERLIN06051,history-lab.org/documents/frus1977-80v20d117,history-lab.org/documents/1977BERLIN06051,Yes,,,Partial Match,,Yes,,
2370,frus1977-80v20d56,1978BONN09678,history-lab.org/documents/frus1977-80v20d56,history-lab.org/documents/1978BONN09678,Yes,,,Match,,Yes,,
2371,frus1977-80v20d83,1977STATE140379,history-lab.org/documents/frus1977-80v20d83,history-lab.org/documents/1977STATE140379,Yes,,,Match,,Yes,,
2372,frus1977-80v20d84,1978SOFIA01511,history-lab.org/documents/frus1977-80v20d84,history-lab.org/documents/1978SOFIA01511,Yes,,,Match,,Yes,,
2373,frus1969-76v10d137,1974PHNOM10794,history-lab.org/documents/frus1969-76v10d137,history-lab.org/documents/1974PHNOM10794,Yes,,,Error/Unverifiable,,No,,LG
2374,frus1969-76v10d151,1974STATE227993_2,history-lab.org/documents/frus1969-76v10d151,history-lab.org/documents/1974STATE227993_2,Yes,,,No Match,,No,,LG
2375,frus1969-76v10d166,1975SAIGON00924,history-lab.org/documents/frus1969-76v10d166,history-lab.org/documents/1975SAIGON00924,Yes,,,Error/Unverifiable,,No,,LG
2376,frus1969-76v10d173,1975PHNOM03041,history-lab.org/documents/frus1969-76v10d173,history-lab.org/documents/1975PHNOM03041,Yes,,,Error/Unverifiable,,No,,LG
2377,frus1969-76v10d175,1975STATE039172,history-lab.org/documents/frus1969-76v10d175,history-lab.org/documents/1975STATE039172,Yes,,,Error/Unverifiable,,No,,LG
2378,frus1969-76v10d175,P830122-2088,history-lab.org/documents/frus1969-76v10d175,history-lab.org/documents/P830122-2088,Yes,,,Error/Unverifiable,,No,,LG
2379,frus1969-76v10d177,1975STATE042865,history-lab.org/documents/frus1969-76v10d177,history-lab.org/documents/1975STATE042865,Yes,,,Error/Unverifiable,,No,,LG
2380,frus1969-76v10d178,1975JAKART02415,history-lab.org/documents/frus1969-76v10d178,history-lab.org/documents/1975JAKART02415,Yes,,,Error/Unverifiable,,No,,LG
2381,frus1969-76v10d178,1975PHNOM03479,history-lab.org/documents/frus1969-76v10d178,history-lab.org/documents/1975PHNOM03479,Yes,,,Error/Unverifiable,,No,,LG
2382,frus1969-76v10d178,1975SINGAP00795,history-lab.org/documents/frus1969-76v10d178,history-lab.org/documents/1975SINGAP00795,Yes,,,Error/Unverifiable,,No,,LG
2383,frus1969-76v10d178,1975STATE042888,history-lab.org/documents/frus1969-76v10d178,history-lab.org/documents/1975STATE042888,Yes,,,Error/Unverifiable,,No,,LG
2384,frus1969-76v10d190,1975SAIGON03225,history-lab.org/documents/frus1969-76v10d190,history-lab.org/documents/1975SAIGON03225,Yes,,,Error/Unverifiable,,No,,LG
2385,frus1969-76v10d190,1975STATE062480,history-lab.org/documents/frus1969-76v10d190,history-lab.org/documents/1975STATE062480,Yes,,,Error/Unverifiable,,No,,LG
2386,frus1969-76v10d203,1975BANGKO05502,history-lab.org/documents/frus1969-76v10d203,history-lab.org/documents/1975BANGKO05502,Yes,,,No Match,,No,,LG
2387,frus1969-76v10d203,1975STATE074933,history-lab.org/documents/frus1969-76v10d203,history-lab.org/documents/1975STATE074933,Yes,,,Error/Unverifiable,,No,,LG
2388,frus1969-76v10d204,1975SAIGON04109,history-lab.org/documents/frus1969-76v10d204,history-lab.org/documents/1975SAIGON04109,Yes,,,Error/Unverifiable,,No,,LG
2389,frus1969-76v10d204,1975SAIGON04129,history-lab.org/documents/frus1969-76v10d204,history-lab.org/documents/1975SAIGON04129,Yes,,,Error/Unverifiable,,No,Duplicate of Above,LG
2390,frus1969-76v10d204,1975SAIGON04129_2,history-lab.org/documents/frus1969-76v10d204,history-lab.org/documents/1975SAIGON04129_2,Yes,,,Error/Unverifiable,,No,Duplicate of Above,LG
2391,frus1969-76v10d204,1975STATE074874_3,history-lab.org/documents/frus1969-76v10d204,history-lab.org/documents/1975STATE074874_3,Yes,,,Error/Unverifiable,,No,,LG
